Nom de l'organisation,"Type (Association, Groupe informel, Entreprise ou Service public)",Type de lieu,Rue,Code postal,Ville,Code pays,Tag 1,Tag 2,Tag 3,Site web,Description courte,Description longue,Email,Fixe,Mobile,Contact : nom,Contact : email,Contact : téléphone,Contact : rôle,Latitude,Longitude,Lundi,Ouverture matin (ou journée continue) lundi,Fermeture matin lundi,Ouverture après-midi (sauf si une seule tranche horaire) lundi,Fermeture après-midi lundi,Mardi,Ouverture matin (ou journée continue) mardi,Fermeture matin mardi,Ouverture après-midi (sauf si une seule tranche horaire) mardi,Fermeture après-midi mardi,Mercredi,Ouverture matin (ou journée continue) mercredi,Fermeture matin mercredi,Ouverture après-midi (sauf si une seule tranche horaire) mercredi,Fermeture après-midi mercredi,Jeudi,Ouverture matin (ou journée continue) jeudi,Fermeture matin jeudi,Ouverture après-midi (sauf si une seule tranche horaire) jeudi,Fermeture après-midi jeudi,Vendredi,Ouverture matin (ou journée continue) vendredi,Fermeture matin vendredi,Ouverture après-midi (sauf si une seule tranche horaire) vendredi,Fermeture après-midi vendredi,Samedi,Ouverture matin (ou journée continue) samedi,Fermeture matin samedi,Ouverture après-midi (sauf si une seule tranche horaire) samedi,Fermeture après-midi samedi,Dimanche,Ouverture matin (ou journée continue) dimanche,Fermeture matin dimanche,Ouverture après-midi (sauf si une seule tranche horaire) dimanche,Fermeture après-midi dimanche,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11,Tag 12,Tag 13,Tag 14,Tag 15,Tag 16,Tag 17,Tag 18,Tag 19,Tag 20,Tag 21,Tag 22,Tag 23,Tag 24,Tag 25,Tag 26,Tag 27,Tag 28,Tag 29,Tag 30,Tag 31,Tag 32,Tag 33,Tag 34,Tag 35,Tag 36,Tag 37,Tag 38,Tag 39,Tag 40,Tag 41,Tag 42,Tag 43,Tag 44,Tag 45,Tag 46,Tag 47,Tag 48,Tag 49,Tag 50,Tag 51,null/0,null/1,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
Médiathèque Numérique de la Châtoire,Association,Espace Public Numérique autre, 4 Avenue Allemagne ZAC Paul Badré Apt 1323,97430,LE TAMPON,RE,,,,,Médiathèque Numérique de la Châtoire,Médiathèque Numérique de la Châtoire,isabelle.hyais@mediatheque-tampon.fr,+262 2 62 27 91 45,,HYAIS Isabelle,isabelle.hyais@mediatheque-tampon.fr,+262 2 62 27 91 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.277166,55.503536,4 Rue d’Allemagne 97430 Le Tampon,0.4777058122205663,0.4086775712347354,housenumber,97422_0113_00004,4,4 Rue d’Allemagne,Rue d’Allemagne,97430,Le Tampon,"974, La Réunion",97422,,,,ok
Médiathèque-Ludothéque de la Plaine des Cafres,Association,Espace Public Numérique autre,12, rue des Ecoles,97418,LA PLAINE DES CAFRES,RE,,,,,Médiathèque-Ludothéque,Médiathèque-Ludothéque de la Plaine des Cafres,mediatheque-pdc@wanadoo.fr ,+262 2 62 59 80 31,,DEURVEILHER Anise,josie.hoarau@mediatheque-tampon.fr,+262 2 62 59 80 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.219326,55.551719,12 Rue de l’Ecole 97418 Le Tampon,0.6901842657342657,0.4791906493506493,housenumber,97422_0731_00012,12,12 Rue de l’Ecole,Rue de l’Ecole,97418,Le Tampon,"974, La Réunion",97422,,,,ok
Mission Intercommunale Ouest (M.I.O),Association,Cyberbase/Cybercase,65 Rue du Kovil,97460,SAINT PAUL,RE,,,,https://mio-reunion.re,Mission Intercommunale Ouest (M.I.O),Mission Intercommunale Ouest (M.I.O),contactweb@mio.re,,,BAZALINE Béatrice,contactweb@mio.re,+262 2 62 45 39 60,,,,Mo,08:00,12:00,,,Tu,08:00,12:00,13:00,15:30,We,08:00,12:00,13:00,15:30,Th,08:00,12:00,13:00,15:30,Fr,08:00,12:00,13:00,15:30,Sa,08:00,12:00,,,,,,,,Découvrir les réseaux sociaux,Paramétrer un compte email,Naviguer sur le web,Utiliser un équipement numérique,Se renseigner et connaître ses droits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.982763,55.294244,65 Rue Kovil 97460 Saint-Paul,0.8848043695014661,,housenumber,97415_0798_00065,65,65 Rue Kovil,Rue Kovil,97460,Saint-Paul,"974, La Réunion",97415,,,,ok
Mission Locale Antenne de SALAZIE,Association,Espace Public Numérique autre,93, Rue G. Pompidou,97433,SALAZIE,RE,,,,,Mission Locale Antenne de SALAZIE,Mission Locale Antenne de SALAZIE,ml.salazie@mle.re,+262 2 62 46 54 74,,HUBERT Jean-François,ml.salazie@mle.re,+262 2 62 46 54 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.026897,55.539353,93 Rue Georges Pompidou 97433 Salazie,0.7145972100313479,0.181202495543672,housenumber,97421_0240_00093,93,93 Rue Georges Pompidou,Rue Georges Pompidou,97433,Salazie,"974, La Réunion",97421,,,,ok
Mission locale Antenne de Ste Marie,Association,Espace Public Numérique autre,16 Rue Auguste Panon,97438,SAINTE MARIE,RE,,,,www.missionlocalenord.re,Mission locale Antenne de Ste Marie,Mission locale Antenne de Ste Marie,eric.raza@missionlocalenord.re,+262 2 62 53 07 00,,RAZA Eric,eric.raza@missionlocalenord.re,+262 2 62 53 07 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.897714,55.552339,16 Rue Augustin Panon 97438 Sainte-Marie,0.8535852549889135,,housenumber,97418_0205_00016,16,16 Rue Augustin Panon,Rue Augustin Panon,97438,Sainte-Marie,"974, La Réunion",97418,,,,ok
Mission locale antenne Sainte SUZANNE,Association,Espace Public Numérique autre,1, rue Isnelle Amelin,97441,SAINTE SUZANNE,RE,,,,www.missionlocalenord.re,Mission locale antenne Sainte SUZANNE,Mission locale antenne Sainte SUZANNE,eric.raza@missionlocalenord.re,+262 2 62 92 41 49,,RAZA Eric,eric.raza@missionlocalenord.re,+262 2 62 92 41 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.905002,55.599977,1 Rue Isnelle Amelin 97441 Sainte-Suzanne,0.9572745454545454,,housenumber,97420_0783_00001,1,1 Rue Isnelle Amelin,Rue Isnelle Amelin,97441,Sainte-Suzanne,"974, La Réunion",97420,,,,ok
Mission Locale de l’EST Antenne Bras-Panon,Association,Espace Public Numérique autre,3, Rue Robert ,97412,BRAS PANON,RE,,,,,Mission Locale de l’EST Antenne Bras-Panon,Mission Locale de l’EST Antenne Bras-Panon,ml.braspanon@mle.re,+262 2 62 51 26 19,,HUBERT Jean-François,ml.braspanon@mle.re,+262 2 62 46 54 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.00045,55.68625,3 Rue Leonard Robert 97412 Bras-Panon,0.6722836363636364,0.5469215151515151,housenumber,97402_0350_00003,3,3 Rue Leonard Robert,Rue Leonard Robert,97412,Bras-Panon,"974, La Réunion",97402,,,,ok
ML permanence fayard,Association,Espace Public Numérique autre,420, Rue du conte de l’isle,97440,SAINT ANDRE,RE,,,,,ML permanence fayart,ML permanence fayart,ml.saintandre@mle.re,+262 2 62 77 97 81,,BUDEL Magalie,ml.saintandre@mle.re,+262 2 62 77 97 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.637263,1.045186,Au Conte 32600 L'Isle-Jourdain,0.35783999999999994,,locality,32160_9bsnzp,,Au Conte,,32600,L'Isle-Jourdain,"32, Gers, Occitanie",32160,,,,ok
Mission locale de ST LOUIS,Association,Espace Public Numérique autre,4, Rue du vieux moulin,97450,SAINT LOUIS,RE,,,,,Mission locale de ST LOUIS,Mission locale de ST LOUIS,stlouis@missionlocalesud.com,+262 2 62 26 28 29,,HONORINE Nicolas ,stlouis@missionlocalesud.com,+262 2 62 26 28 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.289164,55.41276,4 Rue du Vieux Moulin 97450 Saint-Louis,0.9674454545454544,,housenumber,97414_1420_00004,4,4 Rue du Vieux Moulin,Rue du Vieux Moulin,97450,Saint-Louis,"974, La Réunion",97414,,,,ok
Mission locale du Tampon,Association,Espace Public Numérique autre,2 Rue V. le Vigoureux,97430,LE TAMPON,RE,,,,,Mission locale du Tampon,Mission locale du Tampon,letampon@missionlocalesud.com,+262 2 62 27 04 63,,GACHON Julien ,letampon@missiolocalesud.com,+262 2 62 27 04 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.281253,55.517783,2 Rue Victor le Vigoureux 97430 Le Tampon,0.8140866297117516,,housenumber,97422_2020_00002,2,2 Rue Victor le Vigoureux,Rue Victor le Vigoureux,97430,Le Tampon,"974, La Réunion",97422,,,,ok
Mission locale Est,Association,Espace Public Numérique autre,188 Chemin pente Passy ,97440,SAINT ANDRE,RE,,,,,Mission locale Est,Mission locale Est,ml.saintandre@mle.re,+262 2 62 46 54 74 ,,HUBERT Jean-François referent ,ml.saintandre@mle.re,+262 2 62 46 54 74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.965298,55.6587,188 Chemin Pente Sassy 97440 Saint-André,0.8857245676274944,,housenumber,97409_1500_00188,188,188 Chemin Pente Sassy,Chemin Pente Sassy,97440,Saint-André,"974, La Réunion",97409,,,,ok
Mission Locale EST Antenne de Sainte ROSE ,Association,Espace Public Numérique autre,193 Route Nationale 2 Hébergé par le CCAS,97439,SAINTE ROSE,RE,,,,,Mission Locale EST Antenne de Sainte ROSE ,Mission Locale EST Antenne de Sainte ROSE ,ml.sainterose@mle.re,+262 2 62 23 09 31,,DUFOUR Michel,ml.sainterose@mle.re,+262 2 62 50 20 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.127921,55.792867,193 Route Nationale 2 97439 Sainte-Rose,0.6606376489028212,,housenumber,97419_0160_00193,193,193 Route Nationale 2,Route Nationale 2,97439,Sainte-Rose,"974, La Réunion",97419,,,,ok
Mission Locale EST Antenne plaine des palmistes,Association,Espace Public Numérique autre,323 Rue de la République,97431,PLAINE DES PALMISTES,RE,,,,,Mission Locale EST Antenne plaine des palmistes,Mission Locale EST Antenne plaine des palmistes,ml.plainedespalmistes@mle.re,-262 2 62 47 28 05,,DUFOUR Michel,ml.plainedespalmistes@mle.re,+262 2 62 50 20 13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.135017,55.626864,323 Rue de la République 97431 La Plaine-des-Palmistes,0.9198665694682675,,housenumber,97406_0430_00323,323,323 Rue de la République,Rue de la République,97431,La Plaine-des-Palmistes,"974, La Réunion",97406,,,,ok
Mission locale Nord Antenne de STE CLOTILDE,Association,Espace Public Numérique autre,6, bis Avenue Desbassyns,97490,SAINTE CLOTILDE,RE,,,,www.missionlocalenord.re,Mission locale Nord Antenne de STE CLOTILDE,Mission locale Nord Antenne de STE CLOTILDE,david.dijoux@missionlocalenord.re,+262 2 62 92 41 41 ,,DIJOUX David,david.dijoux@missionlocalenord.re,+262 2 62 92 41 41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.886774,55.479399,6bis Avenue Desbassyns 97490 Saint-Denis,0.8822779310344827,,housenumber,97411_0391_00006_bis,6bis,6bis Avenue Desbassyns,Avenue Desbassyns,97490,Saint-Denis,"974, La Réunion",97411,,,,ok
Mission locale Nord Moufia,Association,Espace Public Numérique autre,19, Route de Moufia,97490,SAINTE CLOTILDE,RE,,,,https://missionlocalenord.re,Mission locale Nord,Mission locale Nord,siege@missionlocalenord.re,+262 2 62 58 80 90,,SERY Dominique ,siege@missionlocalenord.re,+262 2 62 58 80 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.897564,55.491615,19 Route du Moufia 97490 Saint-Denis,0.8368281818181817,0.5372190909090909,housenumber,97411_0976_00019,19,19 Route du Moufia,Route du Moufia,97490,Saint-Denis,"974, La Réunion",97411,,,,ok
Mission Locale OUEST Antenne ST PAUL,Association,Espace Public Numérique autre,65, Rue du Kovil Savannah BP90149,97460,SAINT PAUL,RE,,,,,Mission Locale OUEST Antenne ST PAUL,Mission Locale OUEST Antenne ST PAUL,mio.saintpaul@mio.re,+262 2 62  45 39 60,,MONDON Thomas ,mio.saintpaul@mio.re,+262 2 62  45 39 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.982763,55.294244,65 Rue Kovil 97460 Saint-Paul,0.48138041769041773,0.40366729386892175,housenumber,97415_0798_00065,65,65 Rue Kovil,Rue Kovil,97460,Saint-Paul,"974, La Réunion",97415,,,,ok
Mission Locale Saint BENOIT,Association,Espace Public Numérique autre,25 Cité artisanale BEAUFONDS,97470,SAINT BENOIT,RE,,,,,Mission Locale Saint BENOIT,Mission Locale Saint BENOIT,ml.saintbenoit@mle.re,+262 2 62 50 20 13,+262 6 92 41 10 01,PAYET Eddy,ml.saintbenoit@mle.re,+262 2 62 50 20 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.047615,55.720709,25 Cite Artisanale 97470 Saint-Benoît,0.7705688142292489,0.6388928571428572,housenumber,97410_a003_00025,25,25 Cite Artisanale,Cite Artisanale,97470,Saint-Benoît,"974, La Réunion",97410,,,,ok
Mission Locale Ste ANNE,Association,Espace Public Numérique autre,Mairie Annexe 12 Chemin Morange,97437,SAINTE ANNE,RE,,,,,Mission Locale Ste ANNE,Mission Locale Ste ANNE,ml.sainteanne@mle.re,+262 2 62 51 21 40,+262 6 92 41 10 01,PAYET Eddy,ml.sainteanne@mle.re,+262 2 62 51 21 40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.088106,55.739698,Chemin Morange (ste Anne) 97437 Saint-Benoît,0.577129553429027,,street,97410_0400,,Chemin Morange (ste Anne),Chemin Morange (ste Anne),97437,Saint-Benoît,"974, La Réunion",97410,,,,ok
Mission locale Ste Marie Antenne de Ste Marie,Association,Espace Public Numérique autre,16 Rue Auguste Panon,97438,SAINTE MARIE,RE,,,,www.missionlocalenord.re,Mission locale Ste Marie Antenne de Ste Marie,Mission locale Ste Marie Antenne de Ste Marie,eric.raza@missionlocalenord.re,+262 2 62 53 07 00,,RAZA Eric,eric.raza@missionlocalenord.re,+262 2 62 53 07 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.897714,55.552339,16 Rue Augustin Panon 97438 Sainte-Marie,0.8535852549889135,,housenumber,97418_0205_00016,16,16 Rue Augustin Panon,Rue Augustin Panon,97438,Sainte-Marie,"974, La Réunion",97418,,,,ok
Mission locale Sud,Association,Espace Public Numérique autre,69-71, Rue des bons enfants,97410,SAINT PIERRE,RE,,,,,Mission locale Sud,Mission locale Sud,stpierre@missionlocalesud.com,+262 2 62 25 77 20,,MERIEL Régis,regismeriel@missionlocalesud.com,+262 2 62 25 77 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.339379,55.472415,71 Rue des Bons Enfants 97410 Saint-Pierre,0.8908370967741935,,housenumber,97416_0050_00071,71,71 Rue des Bons Enfants,Rue des Bons Enfants,97410,Saint-Pierre,"974, La Réunion",97416,,,,ok
Mission locale Sud Antenne ST Joseph,Association,Espace Public Numérique autre,334A, Rue Raphaël Babet,97480,SAINT JOSEPH,RE,,,,,Mission locale Sud Antenne ST Joseph,Mission locale Sud Antenne ST Joseph,stjoseph@missionlocalesud.com,+262 2 62 56 57 42,,AVRIL Fred,fred.avril@missionlocalesud.com,+262 2 62 56 57 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.379299,55.624932,334a Rue Raphaël Babet 97480 Saint-Joseph,0.9816854545454545,,housenumber,97412_1180_00334_a,334a,334a Rue Raphaël Babet,Rue Raphaël Babet,97480,Saint-Joseph,"974, La Réunion",97412,,,,ok
NRDJ Plaine des Palmistes,Association,Espace Public Numérique autre,4 rue Eugène Rochetaing,97431,PLAINE DES PALMISTES,RE,,,,,NRDJ Plaine des Palmistes,NRDJ Plaine des Palmistes,calplaine@gmail.com,,,GAZE  Madeleine,calplaine@gmail.com,+262 2 62 97 63 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connaître les usages,Paramétrer un compte email,Utiliser Internet,Gérer des documents numériques,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.146815,55.616351,4 Rue Eugéne Rochetaing 97431 La Plaine-des-Palmistes,0.9099269930069929,,housenumber,97406_0200_00004,4,4 Rue Eugéne Rochetaing,Rue Eugéne Rochetaing,97431,La Plaine-des-Palmistes,"974, La Réunion",97406,,,,ok
OMEGA FORMATION SASU  Case des bancouliers,Association,Espace Public Numérique autre,20 boulevard MAHATMA Ghandhi,97400,SAINT DENIS,RE,,,,omega.rahima@gmail.com,OMEGA FORMATION SASU  Case des bancouliers,OMEGA FORMATION SASU  Case des bancouliers,omega.rahima@gmail.com,+262 6 92 67 22 30,+262 6 92 67 22 30,IBRAHIM Rahima,omega.rahima@gmail.com,+262 6 92 67 22 30,,,,Mo,08:30,12:00,13:00,17:00,Tu,08:30,12:00,13:00,17:00,We,08:30,12:00,13:00,17:00,Th,08:30,12:00,13:00,17:00,Fr,08:30,12:00,13:00,17:00,Sa,08:30,12:00,13:00,17:00,Su,08:30,12:00,13:00,17:00,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Etre parent à l’ère numérique,Jouer son rôle de parent,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Utiliser un client WebMail,Connaître les outils du cloud,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,Signer numériquement,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Connaitre et gérer,Effacer ses traces,Protéger ses données,Utiliser et contribuer à Wikipedia,Utiliser outils cartographiques,Connaître alternatives à Facebook,Connaître alternatives à Google Drive,Connaître solutions outils bureautiques,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,Retoucher ses photos,Découvrir le montage vidéo,Faire des diaporamas,Publier des diaporamas en ligne,Réaliser et Diffuser son CV,Organiser sa recherche d’emploi,Utiliser un emplacement de co-working,Découvrir et utiliser l’emploi Store,Découvrir les métiers du numérique,,,,,,,,-20.908079,55.48305,20 Boulevard du Mahatma Gandhi 97490 Saint-Denis,0.7950896078431372,0.49389064935064936,housenumber,97411_1476_00020,20,20 Boulevard du Mahatma Gandhi,Boulevard du Mahatma Gandhi,97490,Saint-Denis,"974, La Réunion",97411,,,,ok
OMEGA FORMATION SASU,Association,Espace Public Numérique autre,102 rue du Centre Beauséjour,97438,SAINTE MARIE,RE,,,,omega.rahima@gmail.com,OMEGA FORMATION SASU,OMEGA FORMATION SASU,omega.rahima@gmail.com,+262 6 92 67 22 30,+262 6 92 67 22 30,IBRAHIM Rahima,omega.rahima@gmail.com,+262 6 92 67 22 30,,,,Mo,09:00,12:00,13:00,16:00,Tu,09:00,12:00,13:00,16:00,We,09:00,12:00,13:00,16:00,Th,09:00,12:00,13:00,16:00,Fr,09:00,12:00,13:00,16:00,Sa,09:00,12:00,13:00,16:00,Su,09:00,12:00,13:00,16:00,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Etre parent à l’ère numérique,Jouer son rôle de parent,Découvrir l’univers des jeux vidéos,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Utiliser un client WebMail,Connaître les outils du cloud,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,Signer numériquement,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Connaitre et gérer,Effacer ses traces,Protéger ses données,Utiliser et contribuer à Wikipedia,Utiliser outils cartographiques,Organiser et partager sa veille,Connaître alternatives à Facebook,Connaître alternatives à Google Drive,Connaître solutions outils bureautiques,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,Retoucher ses photos,Découvrir la programmation,Faire des diaporamas,Publier des diaporamas en ligne,Utiliser une découpeuse numérique,Découvrir la programmation,Déposer et gérer une annonce,Réaliser et Diffuser son CV,Organiser sa recherche d’emploi,Utiliser un emplacement de co-working,Découvrir et utiliser l’emploi Store,Découvrir les métiers du numérique,,,-20.923556,55.529516,Rue Beausejour 97438 Sainte-Marie,0.6837374308300395,,street,97418_0154,,Rue Beausejour,Rue Beausejour,97438,Sainte-Marie,"974, La Réunion",97418,,,,ok
PIJ de St Benoît Cybercase MJC,Association,Espace Public Numérique autre,4, rue Jean Moulin,97470,SAINT BENOIT,RE,,,, http://www.mjc-cs-saintbenoit.re/ ,PIJ de St Benoît Cybercase MJC,PIJ de St Benoît Cybercase MJC,mjc-de-saint-benoit@wanadoo.fr,+262 2 62 50 11 32,,TURPIN Didier,mjc-de-saint-benoit@wanadoo.fr,+262 2 62 50 11 32,,,,Mo,09:00,12:00,14:30,17:30,Tu,09:00,12:00,13:30,17:30,We,09:00,,,17:30,Th,09:00,12:00,13:30,17:30,Fr,09:00,12:00,13:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.039116,55.718401,4 Rue Jean Moulin 97470 Saint-Benoît,0.9661609090909091,,housenumber,97410_0695_00004,4,4 Rue Jean Moulin,Rue Jean Moulin,97470,Saint-Benoît,"974, La Réunion",97410,,,,ok
Plate Forme de services de l'Oasis ,Association,Espace Public Numérique autre,99, avenue du 20 décembre 1848,97420,LE PORT,RE,,,,,Plate Forme de services de l'Oasis ,Plate Forme de services de l'Oasis ,mio.leport@mio.re,+262 2 62 55 22 44,,PERNET Daniel,mio.leport@mio.re,+262 2 62 55 22 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.942333,55.297848,99 Avenue du 20 Décembre 1848 97420 Le Port,0.9693836363636362,,housenumber,97407_0467_00099,99,99 Avenue du 20 Décembre 1848,Avenue du 20 Décembre 1848,97420,Le Port,"974, La Réunion",97407,,,,ok
Pôle emploi  Agence du Moulin,Association,Espace Public Numérique autre,4 allée Maureau, CS 11 110,97400,SAINTE CLOTILDE,RE,,,,https://www.pole-emploi.fr,Pôle Emploi,Agence du Moulin,ale.97421@pole-emploi.fr,+262 2 62 33 14 25,+262 6 92 72 72 14,DEJEAN Laetitia,nathalie.arens@pole-emploi.fr,+262 2 62 33 14 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not-found
Pôle emploi Agence de l’Éperon,Association,Espace Public Numérique autre,2 rue Fd Générèse, CS 71002 Saint Gilles Les Hauts,97435,SAINT PAUL,RE,,,,https://www.pole-emploi.fr,Pôle emploi ,Pôle emploi  agence de l’éperon,ale.st-gilles-hauts@pole-emploi.fr,+262 9 72 72 39 49 ,,,ale.st-gilles-hauts@pole-emploi.fr,+262 9 72 72 39 49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.05027,55.269241,Saint Gilles les Hauts 97435 Saint-Paul,0.5070681818181818,0.4882149031296572,street,97415_B750,,Saint Gilles les Hauts,Saint Gilles les Hauts,97435,Saint-Paul,"974, La Réunion",97415,,,,ok
Pôle Emploi de La Possession,Association,Espace Public Numérique autre,15, Rue du Moulin-Joli,97419,LA POSSESSION,RE,,,,,Pôle Emploi de La Possession,Pôle Emploi de La Possession,ale.possession@pole-emploi.fr,+262 9 72 72 39 49,,,ale.possession@pole-emploi.fr,+262 9 72 72 39 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9578,55.329965,le Moulin Joli 97419 La Possession,0.6534042424242423,0.584451432506887,street,97408_B210,,le Moulin Joli,le Moulin Joli,97419,La Possession,"974, La Réunion",97408,,,,ok
Pôle Emploi le Port,Association,Espace Public Numérique autre,23, Rue Sully PRUD’HOMME,97420,LE PORT ,RE,,,,https://www.pole-emploi.fr,Pôle emploi,Pôle Emploi Le Port,ale.le-port@pole-emploi.fr,+262 9 72 72 39 49,,,ale.le-port@pole-emploi.fr,+262 9 72 72 39 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.940757,55.310208,Rue Sully Prudhomme 97420 Le Port,0.7776949529780564,0.6811931168831168,street,97407_0446,,Rue Sully Prudhomme,Rue Sully Prudhomme,97420,Le Port,"974, La Réunion",97407,,,,ok
